"Status","Progress","Duration (in seconds)","Finished","C_Message Rank_1","C_Message Rank_4","C_Message Rank_5","C_Message Rank_6","C_Message Rank_7","C_Message Rank_9","C_Message Rank_11","C_Message Rank_12","C_Message Rank_13","C_Message Rank_14","C_Message Rank_15","C_Message Rank_16","C_Message Rank_17","C_Message Rank_18","C_Message Rank_19","C_Message Rank_20","C_Message Rank_21","C_Message Rank_22","C_Message Rank_35","C_Message Rank_24","C_Message Rank_25","C_Message Rank_26","C_Message Rank_27","C_Message Rank_28","C_Message Rank_29","C_Message Rank_30","C_Message Rank_31","C_Message Rank_32","C_Message Rank_23","C_Message Rank_36","C_Dis_AI_1","C_Dis_AI_2","C_Dis_AI_3","C_Dis_AI_4","C_Dis_AI_5","C_Dis_AI_6","C_Dis_AI_7","C_Dis_AI_8","C_Dis_AI_9","C_Dis_AI_10","C_Dis_AI_11","C_Dis_AI_12","C_Dis_AI_13","C_Dis_AI_14","C_Dis_AI_15","C_Dis_hum_1","C_Dis_hum_2","C_Dis_hum_3","C_Dis_hum_4","C_Dis_hum_5","C_Dis_hum_6","C_Dis_hum_7","C_Dis_hum_8","C_Dis_hum_9","C_Dis_hum_10","C_Dis_hum_11","C_Dis_hum_12","C_Dis_hum_13","C_Dis_hum_14","C_Dis_hum_15","C_Con_AI_1","C_Con_AI_2","C_Con_AI_3","C_Con_AI_4","C_Con_AI_5","C_Con_AI_6","C_Con_AI_7","C_Con_AI_8","C_Con_AI_9","C_Con_AI_10","C_Con_AI_11","C_Con_AI_12","C_Con_AI_13","C_Con_AI_14","C_Con_AI_15","C_Con_hum_1","C_Con_hum_2","C_Con_hum_3","C_Con_hum_4","C_Con_hum_5","C_Con_hum_6","C_Con_hum_7","C_Con_hum_8","C_Con_hum_9","C_Con_hum_10","C_Con_hum_11","C_Con_hum_12","C_Con_hum_13","C_Con_hum_14","C_Con_hum_15","C_Unp_AI_1","C_Unp_AI_2","C_Unp_AI_3","C_Unp_AI_4","C_Unp_AI_5","C_Unp_AI_6","C_Unp_AI_7","C_Unp_AI_8","C_Unp_AI_9","C_Unp_AI_10","C_Unp_AI_11","C_Unp_AI_12","C_Unp_AI_13","C_Unp_AI_14","C_Unp_AI_15","C_Unp_hum_1","C_Unp_hum_2","C_Unp_hum_3","C_Unp_hum_4","C_Unp_hum_5","C_Unp_hum_6","C_Unp_hum_7","C_Unp_hum_8","C_Unp_hum_9","C_Unp_hum_10","C_Unp_hum_11","C_Unp_hum_12","C_Unp_hum_13","C_Unp_hum_14","C_Unp_hum_15","C_Lapp_AI_1","C_Lapp_AI_2","C_Lapp_AI_3","C_Lapp_AI_4","C_Lapp_AI_5","C_Lapp_AI_6","C_Lapp_AI_7","C_Lapp_AI_8","C_Lapp_AI_9","C_Lapp_AI_10","C_Lapp_AI_11","C_Lapp_AI_12","C_Lapp_AI_13","C_Lapp_AI_14","C_Lapp_AI_15","C_Lapp_hum_1","C_Lapp_hum_2","C_Lapp_hum_3","C_Lapp_hum_4","C_Lapp_hum_5","C_Lapp_hum_6","C_Lapp_hum_7","C_Lapp_hum_8","C_Lapp_hum_9","C_Lapp_hum_10","C_Lapp_hum_11","C_Lapp_hum_12","C_Lapp_hum_13","C_Lapp_hum_14","C_Lapp_hum_15","T_Message Ranking_1","T_Message Ranking_4","T_Message Ranking_5","T_Message Ranking_6","T_Message Ranking_7","T_Message Ranking_9","T_Message Ranking_11","T_Message Ranking_12","T_Message Ranking_13","T_Message Ranking_14","T_Message Ranking_15","T_Message Ranking_16","T_Message Ranking_17","T_Message Ranking_18","T_Message Ranking_19","T_Message Ranking_20","T_Message Ranking_21","T_Message Ranking_22","T_Message Ranking_35","T_Message Ranking_24","T_Message Ranking_25","T_Message Ranking_26","T_Message Ranking_27","T_Message Ranking_28","T_Message Ranking_29","T_Message Ranking_30","T_Message Ranking_31","T_Message Ranking_32","T_Message Ranking_23","T_Message Ranking_36","T_Dis_AI_1","T_Dis_AI_2","T_Dis_AI_3","T_Dis_AI_4","T_Dis_AI_5","T_Dis_AI_6","T_Dis_AI_7","T_Dis_AI_8","T_Dis_AI_9","T_Dis_AI_10","T_Dis_AI_11","T_Dis_AI_12","T_Dis_AI_13","T_Dis_AI_14","T_Dis_AI_15","T_Dis_hum_1","T_Dis_hum_2","T_Dis_hum_3","T_Dis_hum_4","T_Dis_hum_5","T_Dis_hum_6","T_Dis_hum_7","T_Dis_hum_8","T_Dis_hum_9","T_Dis_hum_10","T_Dis_hum_11","T_Dis_hum_12","T_Dis_hum_13","T_Dis_hum_14","T_Dis_hum_15","T_Con_AI_1","T_Con_AI_2","T_Con_AI_3","T_Con_AI_4","T_Con_AI_5","T_Con_AI_6","T_Con_AI_7","T_Con_AI_8","T_Con_AI_9","T_Con_AI_10","T_Con_AI_11","T_Con_AI_12","T_Con_AI_13","T_Con_AI_14","T_Con_AI_15","T_Con_hum_1","T_Con_hum_2","T_Con_hum_3","T_Con_hum_4","T_Con_hum_5","T_Con_hum_6","T_Con_hum_7","T_Con_hum_8","T_Con_hum_9","T_Con_hum_10","T_Con_hum_11","T_Con_hum_12","T_Con_hum_13","T_Con_hum_14","T_Con_hum_15","T_Unp_AI_1","T_Unp_AI_2","T_Unp_AI_3","T_Unp_AI_4","T_Unp_AI_5","T_Unp_AI_6","T_Unp_AI_7","T_Unp_AI_8","T_Unp_AI_9","T_Unp_AI_10","T_Unp_AI_11","T_Unp_AI_12","T_Unp_AI_13","T_Unp_AI_14","T_Unp_AI_15","T_Unp_hum_1","T_Unp_hum_2","T_Unp_hum_3","T_Unp_hum_4","T_Unp_hum_5","T_Unp_hum_6","T_Unp_hum_7","T_Unp_hum_8","T_Unp_hum_9","T_Unp_hum_10","T_Unp_hum_11","T_Unp_hum_12","T_Unp_hum_13","T_Unp_hum_14","T_Unp_hum_15","T_Lapp_AI_1","T_Lapp_AI_2","T_Lapp_AI_3","T_Lapp_AI_4","T_Lapp_AI_5","T_Lapp_AI_6","T_Lapp_AI_7","T_Lapp_AI_8","T_Lapp_AI_9","T_Lapp_AI_10","T_Lapp_AI_11","T_Lapp_AI_12","T_Lapp_AI_13","T_Lapp_AI_14","T_Lapp_AI_15","T_Lapp_hum_1","T_Lapp_hum_2","T_Lapp_hum_3","T_Lapp_hum_4","T_Lapp_hum_5","T_Lapp_hum_6","T_Lapp_hum_7","T_Lapp_hum_8","T_Lapp_hum_9","T_Lapp_hum_10","T_Lapp_hum_11","T_Lapp_hum_12","T_Lapp_hum_13","T_Lapp_hum_14","T_Lapp_hum_15","Age","Sex"
"0","100","2112","1","10","15","29","16","11","9","2","23","4","19","25","21","13","28","17","24","12","7","5","26","27","20","22","14","3","8","1","30","6","18","4","3","3","5","4","4","5","5","5","4","5","2","5","4","4","1","3","5","5","4","4","4","4","1","5","5","5","1","5","2","5","2","2","4","3","5","5","4","4","4","5","2","4","4","3","2","4","1","5","2","4","4","4","1","4","4","4","1","5","2","4","2","2","5","5","4","5","4","5","4","5","1","4","4","4","3","3","5","5","4","4","3","4","2","5","4","5","1","5","2","4","2","3","4","4","5","4","4","4","3","4","2","5","2","3","1","2","5","4","4","4","3","2","1","5","4","4","1","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","Female"
"0","100","1050","1","2","10","21","18","14","8","11","17","19","9","23","6","27","26","13","30","25","20","1","15","3","28","16","5","22","7","24","12","4","29","5","4","5","5","5","5","5","4","5","4","5","1","4","2","4","1","2","5","5","4","4","3","2","5","5","5","5","3","5","2","5","3","4","5","5","5","5","5","5","4","5","1","2","5","4","1","2","2","5","4","4","4","4","5","5","5","5","3","5","2","5","4","5","5","4","5","5","4","5","5","5","1","2","2","4","1","2","5","5","4","4","4","4","5","4","5","2","2","5","3","5","3","5","5","5","5","5","4","5","4","5","1","5","2","4","1","1","3","5","4","3","4","2","5","5","5","5","2","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","Female"
"0","100","512","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","27","28","22","14","12","6","3","9","23","26","20","16","13","2","7","21","15","24","1","30","19","25","10","29","5","8","18","17","11","5","5","5","5","5","5","5","5","5","5","5","1","5","5","5","5","5","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","3","5","5","3","5","1","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","5","5","5","5","5","5","5","5","5","5","5","5","19","Female"
"0","100","643","1","13","10","17","26","23","25","24","20","19","16","4","14","11","21","9","27","7","5","15","6","22","3","8","28","12","2","18","29","1","30","5","5","4","5","5","4","5","5","5","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","Female"
"0","100","705","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19","14","13","9","18","15","26","4","28","6","30","25","3","29","24","7","11","17","5","23","22","16","12","27","10","2","20","8","1","21","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","3","4","5","5","5","5","5","5","5","4","4","5","5","4","5","3","5","4","5","4","3","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","19","Female"
"0","100","1428","1","29","27","24","9","14","15","13","21","3","20","18","30","19","23","26","12","16","4","22","17","8","1","10","11","7","6","5","25","2","28","4","4","4","5","4","4","4","4","5","4","4","3","4","4","4","4","5","5","4","4","5","5","4","5","5","5","5","3","5","4","3","4","4","5","4","4","4","4","5","4","4","2","2","3","3","4","5","5","5","4","5","5","5","5","5","5","5","3","5","4","3","4","3","4","5","4","4","4","5","3","4","2","5","3","3","5","5","5","4","4","4","5","4","4","5","5","5","2","5","3","4","4","4","5","4","4","4","4","5","4","4","2","3","4","4","4","5","5","4","5","5","5","5","5","5","5","5","3","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","Male"
"0","100","1496","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","19","26","7","13","15","3","14","2","29","12","25","18","23","22","27","5","20","8","16","11","24","4","21","1","6","10","30","17","28","4","3","3","4","4","4","4","4","5","3","4","3","4","3","4","3","4","3","5","3","3","4","4","3","5","4","4","3","4","4","5","3","3","5","5","5","5","5","5","5","5","3","4","4","5","4","3","3","5","4","5","5","5","3","5","4","5","3","5","5","5","3","3","5","5","5","5","5","5","5","5","3","4","4","4","3","4","3","5","5","5","4","5","3","5","4","5","3","4","3","4","3","3","4","4","3","4","4","5","3","4","3","4","3","4","2","3","3","4","4","3","3","4","3","5","4","4","3","4","3","21","Female"
"0","100","1279","1","22","6","26","11","20","19","17","24","4","28","9","30","21","29","23","5","25","8","12","7","27","2","10","14","16","3","15","13","1","18","5","5","4","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","5","5","5","5","4","5","4","5","2","4","3","5","5","4","4","5","5","5","5","5","5","5","5","4","4","5","5","5","5","4","5","5","5","5","5","5","5","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","3","4","4","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","Female"
"0","100","1801","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","12","14","26","2","8","23","13","7","5","15","10","3","19","17","16","24","28","25","9","29","1","27","22","20","4","6","30","11","21","4","5","5","5","4","4","4","5","4","5","5","1","5","4","5","3","5","5","5","5","5","5","5","5","2","2","2","5","5","5","5","3","5","5","4","5","2","5","3","4","5","1","5","5","5","5","5","5","5","5","3","5","5","5","3","4","5","3","3","5","5","3","5","4","5","5","5","1","3","3","5","2","5","5","5","5","4","5","5","5","5","5","5","5","4","5","5","5","3","5","5","5","5","5","5","5","5","5","3","5","5","3","4","5","5","5","5","1","5","2","5","5","5","3","3","2","4","5","5","5",NA,"Male"
"0","100","692","1","29","13","27","15","16","10","12","8","5","2","28","30","20","25","1","22","24","21","4","7","6","18","26","11","17","3","14","19","9","23","5","4","5","5","5","5","5","4","5","4","5","4","5","5","5","4","5","4","5","5","5","5","4","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","3","5","4","4","4","5","4","5","5","5","5","5","3","5","5","5","4","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","Female"
"0","100","486","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","14","15","9","18","21","4","10","26","7","1","20","5","27","28","8","24","6","29","16","30","23","22","3","17","2","11","25","12","19","3","3","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",NA,"Female"
"0","100","1212","1","12","21","19","1","15","26","13","18","10","24","14","30","23","27","22","28","8","4","6","16","25","3","17","20","9","5","7","29","2","11","2","2","5","5","5","5","5","5","5","5","5","2","4","4","2","5","5","4","5","4","4","5","5","5","5","5","5","2","5","5","5","1","4","5","5","5","5","5","5","5","5","1","4","5","4","5","5","4","5","4","5","5","5","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2","2","4","5","5","5","5","5","5","5","5","1","2","5","5","5","5","4","5","5","5","5","5","5","5","5","5","2","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22","Female"
"0","100","1566","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","25","27","11","9","17","3","14","8","15","7","30","23","12","10","24","26","29","2","19","16","22","20","18","4","1","5","6","13","28","2","2","2","5","2","3","4","4","3","3","4","1","1","1","2","2","2","1","5","3","2","3","4","4","5","4","5","3","3","2","4","3","4","5","3","5","5","4","5","4","3","1","2","3","2","3","3","2","4","4","2","4","4","5","4","5","5","2","5","3","2","3","2","4","5","4","5","4","5","3","5","1","2","2","4","3","2","2","4","4","3","3","4","4","5","4","5","3","4","2","4","2","4","5","4","5","5","4","5","4","5","5","4","3","4","4","3","2","4","4","4","4","4","4","5","5","5","4","5","2","20","Male"
