Participant,Experimental_Group,recruitment_platform,Negative_attitudes,Effects_Perception
22,Not Disclosed,Prolific,3.125,2.666666667
22,Not Disclosed,Prolific,3.125,2
22,Not Disclosed,Prolific,3.125,4
22,Not Disclosed,Prolific,3.125,2.666666667
22,Not Disclosed,Prolific,3.125,3.333333333
22,Not Disclosed,Prolific,3.125,4.333333333
22,Not Disclosed,Prolific,3.125,3
22,Not Disclosed,Prolific,3.125,4
22,Not Disclosed,Prolific,3.125,3.666666667
22,Not Disclosed,Prolific,3.125,4.333333333
22,Not Disclosed,Prolific,3.125,2.666666667
22,Not Disclosed,Prolific,3.125,2.333333333
22,Not Disclosed,Prolific,3.125,3
22,Not Disclosed,Prolific,3.125,2
22,Not Disclosed,Prolific,3.125,2
22,Not Disclosed,Prolific,3.125,2.333333333
22,Not Disclosed,Prolific,3.125,2.333333333
22,Not Disclosed,Prolific,3.125,4.333333333
22,Not Disclosed,Prolific,3.125,2.666666667
22,Not Disclosed,Prolific,3.125,2.333333333
22,Not Disclosed,Prolific,3.125,2
22,Not Disclosed,Prolific,3.125,3.333333333
22,Not Disclosed,Prolific,3.125,2.333333333
22,Not Disclosed,Prolific,3.125,3.666666667
22,Not Disclosed,Prolific,3.125,3.333333333
22,Not Disclosed,Prolific,3.125,3.333333333
22,Not Disclosed,Prolific,3.125,3.333333333
22,Not Disclosed,Prolific,3.125,5
22,Not Disclosed,Prolific,3.125,2.333333333
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,4.666666667
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,4.333333333
23,Disclosed,Prolific,3.125,4.666666667
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,4
23,Disclosed,Prolific,3.125,4.666666667
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,4
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,4.666666667
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,3
23,Disclosed,Prolific,3.125,5
23,Disclosed,Prolific,3.125,4.333333333
24,Not Disclosed,Prolific,2.5,4.333333333
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,4.666666667
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,4.333333333
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,3.666666667
24,Not Disclosed,Prolific,2.5,4.666666667
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,4.333333333
24,Not Disclosed,Prolific,2.5,3
24,Not Disclosed,Prolific,2.5,4.333333333
24,Not Disclosed,Prolific,2.5,1.333333333
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,2
24,Not Disclosed,Prolific,2.5,3
24,Not Disclosed,Prolific,2.5,4
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,3.666666667
24,Not Disclosed,Prolific,2.5,5
24,Not Disclosed,Prolific,2.5,3.666666667
24,Not Disclosed,Prolific,2.5,4.666666667
24,Not Disclosed,Prolific,2.5,4.666666667
25,Not Disclosed,Prolific,4,5
25,Not Disclosed,Prolific,4,3.333333333
25,Not Disclosed,Prolific,4,2.666666667
25,Not Disclosed,Prolific,4,4.333333333
25,Not Disclosed,Prolific,4,4
25,Not Disclosed,Prolific,4,4.333333333
25,Not Disclosed,Prolific,4,5
25,Not Disclosed,Prolific,4,4.333333333
25,Not Disclosed,Prolific,4,4.333333333
25,Not Disclosed,Prolific,4,3.333333333
25,Not Disclosed,Prolific,4,4
25,Not Disclosed,Prolific,4,1.666666667
25,Not Disclosed,Prolific,4,3
25,Not Disclosed,Prolific,4,3
25,Not Disclosed,Prolific,4,4
25,Not Disclosed,Prolific,4,3
25,Not Disclosed,Prolific,4,3.333333333
25,Not Disclosed,Prolific,4,2
25,Not Disclosed,Prolific,4,5
25,Not Disclosed,Prolific,4,3.666666667
25,Not Disclosed,Prolific,4,4
25,Not Disclosed,Prolific,4,3.333333333
25,Not Disclosed,Prolific,4,3.666666667
25,Not Disclosed,Prolific,4,2.666666667
25,Not Disclosed,Prolific,4,4.666666667
25,Not Disclosed,Prolific,4,3.333333333
25,Not Disclosed,Prolific,4,4
25,Not Disclosed,Prolific,4,3.666666667
25,Not Disclosed,Prolific,4,4
25,Not Disclosed,Prolific,4,2.666666667
26,Not Disclosed,Prolific,2.875,4.666666667
26,Not Disclosed,Prolific,2.875,4.666666667
26,Not Disclosed,Prolific,2.875,4.333333333
26,Not Disclosed,Prolific,2.875,4.666666667
26,Not Disclosed,Prolific,2.875,5
26,Not Disclosed,Prolific,2.875,5
26,Not Disclosed,Prolific,2.875,4.666666667
26,Not Disclosed,Prolific,2.875,4
26,Not Disclosed,Prolific,2.875,5
26,Not Disclosed,Prolific,2.875,4.333333333
26,Not Disclosed,Prolific,2.875,5
26,Not Disclosed,Prolific,2.875,3.333333333
26,Not Disclosed,Prolific,2.875,4.333333333
26,Not Disclosed,Prolific,2.875,3.666666667
26,Not Disclosed,Prolific,2.875,4.333333333
26,Not Disclosed,Prolific,2.875,3.666666667
26,Not Disclosed,Prolific,2.875,4.333333333
26,Not Disclosed,Prolific,2.875,3
26,Not Disclosed,Prolific,2.875,5
26,Not Disclosed,Prolific,2.875,4.333333333
26,Not Disclosed,Prolific,2.875,4.666666667
26,Not Disclosed,Prolific,2.875,5
26,Not Disclosed,Prolific,2.875,4.666666667
26,Not Disclosed,Prolific,2.875,4.333333333
26,Not Disclosed,Prolific,2.875,5
26,Not Disclosed,Prolific,2.875,5
26,Not Disclosed,Prolific,2.875,5
26,Not Disclosed,Prolific,2.875,3.666666667
26,Not Disclosed,Prolific,2.875,5
26,Not Disclosed,Prolific,2.875,3
27,Disclosed,Prolific,4.375,4.333333333
27,Disclosed,Prolific,4.375,4.666666667
27,Disclosed,Prolific,4.375,4
27,Disclosed,Prolific,4.375,4
27,Disclosed,Prolific,4.375,5
27,Disclosed,Prolific,4.375,4.666666667
27,Disclosed,Prolific,4.375,4.666666667
27,Disclosed,Prolific,4.375,4.666666667
27,Disclosed,Prolific,4.375,4.666666667
27,Disclosed,Prolific,4.375,4
27,Disclosed,Prolific,4.375,5
27,Disclosed,Prolific,4.375,4.333333333
27,Disclosed,Prolific,4.375,5
27,Disclosed,Prolific,4.375,4.333333333
27,Disclosed,Prolific,4.375,4.333333333
27,Disclosed,Prolific,4.375,4.666666667
27,Disclosed,Prolific,4.375,4.666666667
27,Disclosed,Prolific,4.375,4
27,Disclosed,Prolific,4.375,4.333333333
27,Disclosed,Prolific,4.375,4
27,Disclosed,Prolific,4.375,4.333333333
27,Disclosed,Prolific,4.375,4.333333333
27,Disclosed,Prolific,4.375,4.666666667
27,Disclosed,Prolific,4.375,4.666666667
27,Disclosed,Prolific,4.375,4.333333333
27,Disclosed,Prolific,4.375,4
27,Disclosed,Prolific,4.375,4.333333333
27,Disclosed,Prolific,4.375,5
27,Disclosed,Prolific,4.375,4.333333333
27,Disclosed,Prolific,4.375,4
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,4
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,4.666666667
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,4
28,Disclosed,Prolific,2.375,4.333333333
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,4.666666667
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,4
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,4.666666667
28,Disclosed,Prolific,2.375,5
28,Disclosed,Prolific,2.375,4
29,Not Disclosed,Prolific,2.25,4
29,Not Disclosed,Prolific,2.25,4.333333333
29,Not Disclosed,Prolific,2.25,2.666666667
29,Not Disclosed,Prolific,2.25,5
29,Not Disclosed,Prolific,2.25,4.666666667
29,Not Disclosed,Prolific,2.25,4.666666667
29,Not Disclosed,Prolific,2.25,4.666666667
29,Not Disclosed,Prolific,2.25,5
29,Not Disclosed,Prolific,2.25,4.666666667
29,Not Disclosed,Prolific,2.25,4.666666667
29,Not Disclosed,Prolific,2.25,5
29,Not Disclosed,Prolific,2.25,2.666666667
29,Not Disclosed,Prolific,2.25,4.333333333
29,Not Disclosed,Prolific,2.25,4.666666667
29,Not Disclosed,Prolific,2.25,4.333333333
29,Not Disclosed,Prolific,2.25,3
29,Not Disclosed,Prolific,2.25,3.666666667
29,Not Disclosed,Prolific,2.25,3.666666667
29,Not Disclosed,Prolific,2.25,4.666666667
29,Not Disclosed,Prolific,2.25,4.666666667
29,Not Disclosed,Prolific,2.25,4.666666667
29,Not Disclosed,Prolific,2.25,5
29,Not Disclosed,Prolific,2.25,5
29,Not Disclosed,Prolific,2.25,2.333333333
29,Not Disclosed,Prolific,2.25,5
29,Not Disclosed,Prolific,2.25,5
29,Not Disclosed,Prolific,2.25,5
29,Not Disclosed,Prolific,2.25,1.666666667
29,Not Disclosed,Prolific,2.25,5
29,Not Disclosed,Prolific,2.25,4.666666667
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,4.333333333
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,4.333333333
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
30,Not Disclosed,Prolific,3.75,5
31,Not Disclosed,Prolific,4,3.666666667
31,Not Disclosed,Prolific,4,4.666666667
31,Not Disclosed,Prolific,4,3.666666667
31,Not Disclosed,Prolific,4,5
31,Not Disclosed,Prolific,4,4.333333333
31,Not Disclosed,Prolific,4,4.333333333
31,Not Disclosed,Prolific,4,4.333333333
31,Not Disclosed,Prolific,4,4.333333333
31,Not Disclosed,Prolific,4,4.666666667
31,Not Disclosed,Prolific,4,4.333333333
31,Not Disclosed,Prolific,4,4.666666667
31,Not Disclosed,Prolific,4,2.666666667
31,Not Disclosed,Prolific,4,3.666666667
31,Not Disclosed,Prolific,4,3.666666667
31,Not Disclosed,Prolific,4,4
31,Not Disclosed,Prolific,4,3.666666667
31,Not Disclosed,Prolific,4,5
31,Not Disclosed,Prolific,4,2.666666667
31,Not Disclosed,Prolific,4,4.333333333
31,Not Disclosed,Prolific,4,4
31,Not Disclosed,Prolific,4,4.333333333
31,Not Disclosed,Prolific,4,3
31,Not Disclosed,Prolific,4,3.666666667
31,Not Disclosed,Prolific,4,5
31,Not Disclosed,Prolific,4,4.666666667
31,Not Disclosed,Prolific,4,5
31,Not Disclosed,Prolific,4,5
31,Not Disclosed,Prolific,4,4.333333333
31,Not Disclosed,Prolific,4,3.666666667
31,Not Disclosed,Prolific,4,3.666666667
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
32,Not Disclosed,Prolific,1,1
33,Not Disclosed,Prolific,3,4.333333333
33,Not Disclosed,Prolific,3,3
33,Not Disclosed,Prolific,3,3
33,Not Disclosed,Prolific,3,3.666666667
33,Not Disclosed,Prolific,3,4.333333333
33,Not Disclosed,Prolific,3,4
33,Not Disclosed,Prolific,3,4
33,Not Disclosed,Prolific,3,4.333333333
33,Not Disclosed,Prolific,3,4
33,Not Disclosed,Prolific,3,3.333333333
33,Not Disclosed,Prolific,3,4
33,Not Disclosed,Prolific,3,4
33,Not Disclosed,Prolific,3,3.666666667
33,Not Disclosed,Prolific,3,4
33,Not Disclosed,Prolific,3,4.333333333
33,Not Disclosed,Prolific,3,2.333333333
33,Not Disclosed,Prolific,3,3.666666667
33,Not Disclosed,Prolific,3,2
33,Not Disclosed,Prolific,3,4.333333333
33,Not Disclosed,Prolific,3,2.666666667
33,Not Disclosed,Prolific,3,4
33,Not Disclosed,Prolific,3,2
33,Not Disclosed,Prolific,3,2.666666667
33,Not Disclosed,Prolific,3,2.666666667
33,Not Disclosed,Prolific,3,4
33,Not Disclosed,Prolific,3,2
33,Not Disclosed,Prolific,3,3.666666667
33,Not Disclosed,Prolific,3,4
33,Not Disclosed,Prolific,3,2
33,Not Disclosed,Prolific,3,2.333333333
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
34,Not Disclosed,Prolific,1.125,1
35,Not Disclosed,Prolific,3,2.666666667
35,Not Disclosed,Prolific,3,4.333333333
35,Not Disclosed,Prolific,3,2.666666667
35,Not Disclosed,Prolific,3,4.333333333
35,Not Disclosed,Prolific,3,3.666666667
35,Not Disclosed,Prolific,3,4.333333333
35,Not Disclosed,Prolific,3,4.333333333
35,Not Disclosed,Prolific,3,4.333333333
35,Not Disclosed,Prolific,3,5
35,Not Disclosed,Prolific,3,2
35,Not Disclosed,Prolific,3,2.666666667
35,Not Disclosed,Prolific,3,2.666666667
35,Not Disclosed,Prolific,3,4.333333333
35,Not Disclosed,Prolific,3,4.333333333
35,Not Disclosed,Prolific,3,4.666666667
35,Not Disclosed,Prolific,3,3.666666667
35,Not Disclosed,Prolific,3,2.333333333
35,Not Disclosed,Prolific,3,1.333333333
35,Not Disclosed,Prolific,3,4.666666667
35,Not Disclosed,Prolific,3,2.333333333
35,Not Disclosed,Prolific,3,2.333333333
35,Not Disclosed,Prolific,3,3
35,Not Disclosed,Prolific,3,2.666666667
35,Not Disclosed,Prolific,3,3.666666667
35,Not Disclosed,Prolific,3,3.333333333
35,Not Disclosed,Prolific,3,2
35,Not Disclosed,Prolific,3,4.333333333
35,Not Disclosed,Prolific,3,2
35,Not Disclosed,Prolific,3,4.333333333
35,Not Disclosed,Prolific,3,3.333333333
36,Disclosed,Prolific,4.875,3.666666667
36,Disclosed,Prolific,4.875,5
36,Disclosed,Prolific,4.875,4.666666667
36,Disclosed,Prolific,4.875,5
36,Disclosed,Prolific,4.875,4.666666667
36,Disclosed,Prolific,4.875,4.666666667
36,Disclosed,Prolific,4.875,4.666666667
36,Disclosed,Prolific,4.875,3.666666667
36,Disclosed,Prolific,4.875,5
36,Disclosed,Prolific,4.875,3.333333333
36,Disclosed,Prolific,4.875,4.666666667
36,Disclosed,Prolific,4.875,1.666666667
36,Disclosed,Prolific,4.875,3.666666667
36,Disclosed,Prolific,4.875,4
36,Disclosed,Prolific,4.875,3
36,Disclosed,Prolific,4.875,2
36,Disclosed,Prolific,4.875,5
36,Disclosed,Prolific,4.875,3.666666667
36,Disclosed,Prolific,4.875,4.666666667
36,Disclosed,Prolific,4.875,4.333333333
36,Disclosed,Prolific,4.875,4.333333333
36,Disclosed,Prolific,4.875,4.666666667
36,Disclosed,Prolific,4.875,4.666666667
36,Disclosed,Prolific,4.875,5
36,Disclosed,Prolific,4.875,4.666666667
36,Disclosed,Prolific,4.875,5
36,Disclosed,Prolific,4.875,5
36,Disclosed,Prolific,4.875,4.333333333
36,Disclosed,Prolific,4.875,5
36,Disclosed,Prolific,4.875,4
37,Not Disclosed,Prolific,2.875,4.666666667
37,Not Disclosed,Prolific,2.875,4
37,Not Disclosed,Prolific,2.875,3
37,Not Disclosed,Prolific,2.875,5
37,Not Disclosed,Prolific,2.875,4.666666667
37,Not Disclosed,Prolific,2.875,4.666666667
37,Not Disclosed,Prolific,2.875,5
37,Not Disclosed,Prolific,2.875,5
37,Not Disclosed,Prolific,2.875,5
37,Not Disclosed,Prolific,2.875,4.666666667
37,Not Disclosed,Prolific,2.875,5
37,Not Disclosed,Prolific,2.875,2.666666667
37,Not Disclosed,Prolific,2.875,4
37,Not Disclosed,Prolific,2.875,4.666666667
37,Not Disclosed,Prolific,2.875,4.333333333
37,Not Disclosed,Prolific,2.875,4
37,Not Disclosed,Prolific,2.875,4.666666667
37,Not Disclosed,Prolific,2.875,2.333333333
37,Not Disclosed,Prolific,2.875,5
37,Not Disclosed,Prolific,2.875,4.666666667
37,Not Disclosed,Prolific,2.875,4.666666667
37,Not Disclosed,Prolific,2.875,4.666666667
37,Not Disclosed,Prolific,2.875,5
37,Not Disclosed,Prolific,2.875,4
37,Not Disclosed,Prolific,2.875,5
37,Not Disclosed,Prolific,2.875,4.333333333
37,Not Disclosed,Prolific,2.875,4.666666667
37,Not Disclosed,Prolific,2.875,4
37,Not Disclosed,Prolific,2.875,5
37,Not Disclosed,Prolific,2.875,4.333333333
38,Disclosed,Prolific,2.875,4.666666667
38,Disclosed,Prolific,2.875,4.333333333
38,Disclosed,Prolific,2.875,3.666666667
38,Disclosed,Prolific,2.875,4.666666667
38,Disclosed,Prolific,2.875,4.666666667
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,4.666666667
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,3.333333333
38,Disclosed,Prolific,2.875,2.666666667
38,Disclosed,Prolific,2.875,4.333333333
38,Disclosed,Prolific,2.875,4.666666667
38,Disclosed,Prolific,2.875,4
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,4
38,Disclosed,Prolific,2.875,4.666666667
38,Disclosed,Prolific,2.875,4.666666667
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,4.333333333
38,Disclosed,Prolific,2.875,2.666666667
38,Disclosed,Prolific,2.875,4.666666667
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,5
38,Disclosed,Prolific,2.875,4.333333333
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,4.333333333
39,Not Disclosed,Prolific,2.625,4.333333333
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,2.666666667
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,3.333333333
39,Not Disclosed,Prolific,2.625,4
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,3
39,Not Disclosed,Prolific,2.625,2.666666667
39,Not Disclosed,Prolific,2.625,2.666666667
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,2
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,5
39,Not Disclosed,Prolific,2.625,4.333333333
39,Not Disclosed,Prolific,2.625,2
39,Not Disclosed,Prolific,2.625,3.666666667
40,Disclosed,Prolific,3.5,3.666666667
40,Disclosed,Prolific,3.5,2.666666667
40,Disclosed,Prolific,3.5,2.666666667
40,Disclosed,Prolific,3.5,4.666666667
40,Disclosed,Prolific,3.5,4.666666667
40,Disclosed,Prolific,3.5,4.666666667
40,Disclosed,Prolific,3.5,5
40,Disclosed,Prolific,3.5,4.666666667
40,Disclosed,Prolific,3.5,4.333333333
40,Disclosed,Prolific,3.5,3.333333333
40,Disclosed,Prolific,3.5,4.666666667
40,Disclosed,Prolific,3.5,1.666666667
40,Disclosed,Prolific,3.5,3.666666667
40,Disclosed,Prolific,3.5,3.666666667
40,Disclosed,Prolific,3.5,5
40,Disclosed,Prolific,3.5,2
40,Disclosed,Prolific,3.5,2.333333333
40,Disclosed,Prolific,3.5,2
40,Disclosed,Prolific,3.5,5
40,Disclosed,Prolific,3.5,3.666666667
40,Disclosed,Prolific,3.5,3.333333333
40,Disclosed,Prolific,3.5,2.666666667
40,Disclosed,Prolific,3.5,3.666666667
40,Disclosed,Prolific,3.5,3.333333333
40,Disclosed,Prolific,3.5,5
40,Disclosed,Prolific,3.5,5
40,Disclosed,Prolific,3.5,4.666666667
40,Disclosed,Prolific,3.5,2.666666667
40,Disclosed,Prolific,3.5,2.333333333
40,Disclosed,Prolific,3.5,3
41,Disclosed,Prolific,2.25,4.666666667
41,Disclosed,Prolific,2.25,3.666666667
41,Disclosed,Prolific,2.25,5
41,Disclosed,Prolific,2.25,4.666666667
41,Disclosed,Prolific,2.25,5
41,Disclosed,Prolific,2.25,5
41,Disclosed,Prolific,2.25,5
41,Disclosed,Prolific,2.25,4.666666667
41,Disclosed,Prolific,2.25,5
41,Disclosed,Prolific,2.25,3.333333333
41,Disclosed,Prolific,2.25,5
41,Disclosed,Prolific,2.25,1.333333333
41,Disclosed,Prolific,2.25,3.333333333
41,Disclosed,Prolific,2.25,3.666666667
